,RMSE,PCC,SCC
0,2.985202639185648,0.1939413482878409,0.1829795844179004
1,3.0144569564456805,0.21349194838217955,0.2431719524653965
2,4.360477062410243,0.14644547505404504,0.14642063389894344
3,5.4811353053226926,0.2064348433890076,0.22128121284569321
4,11.26946884824511,0.21937771061475364,0.22704971830775164
5,3.789570542963214,0.165583592142076,0.16531570174153815
6,4.068739776460117,0.11914532815563271,0.13432347352461746
7,1.1719312220838827,0.16267808958723437,0.14595344180739714
8,0.8146933522922682,0.18194304663954586,0.2521560136144801
9,2.81565972561333,0.2193008277632754,0.2014207495649861
10,2.844824417709359,0.2499543354223607,0.2670347735277976
11,2.3509528631078496,0.17709432202600017,0.12880751090440049
12,1.378935752102417,0.28016641761509925,0.30339298671444076
13,3.6066405258224736,0.3708042811957825,0.2805372462046661
14,2.0856073954575454,0.35560758225706907,0.3418768603041711
15,1.795033321900922,0.12092820190532429,0.10477932911778727
16,1.6320566549226283,0.18999600545190246,0.18809281317892415
17,3.6622349131235823,0.32359293556952284,0.3062781987744396
18,3.2447226925391646,0.18856671547202644,0.18544402140118088
19,4.374997388162528,0.10024744207547905,0.06916371916714437
20,2.908275787664627,0.2222497536821951,0.21154493794390086
21,1.0082382305300785,0.04865338385149931,0.056886545583066904
22,2.733120515798017,0.13268686088937506,0.16450458437775772
23,3.001169075378075,0.17833937842151357,0.16364222586465793
24,2.0818640328564846,0.28017905602994625,0.2506331704085099
25,1.8507286576702018,0.13154524577644078,0.16427091833532106
26,2.4763507103388234,0.20630129257647536,0.17445342997678792
27,2.2129617222650935,0.2799408447758482,0.2690925745607306
28,3.534305719591787,0.31346181829459124,0.3053071445885797
29,3.990674896066647,0.1584698210210316,0.15436155498953252
30,3.2675260395595553,0.2305396132245295,0.22244518358646395
31,3.6742621647634763,0.3767181242978264,0.3368141986926518
32,7.427940431834224,0.08158348870383643,0.07954401181881664
33,4.8862040779111595,0.19358882603785008,0.21436238125078888
34,4.388144663088745,0.18391907932092447,0.17479943618297847
35,3.395623553823088,0.24433153774298913,0.2256324452582041
36,1.7902695106832631,0.16637256209022386,0.17525044543420729
37,0.9322516212149047,0.0818897033076988,0.09287624416043451
38,0.9708122039197035,0.18275072530879197,0.2330463036093827
39,3.6663625211338378,0.2020978942775653,0.1550779649475136
40,6.148572173513205,0.18098445236816932,0.1892366958297108
41,1.2492492618239626,0.09123168650637575,0.10451466455910295
42,2.495710597618199,0.14548449163626595,0.11820387983009824
43,2.307138548703692,0.16671585926415503,0.1682959150224231
44,5.403866563760133,0.15909818832257758,0.1637764910132281
45,0.8776177485560623,0.07382566820732984,0.07027112980310783
46,1.7739605300135117,0.34531559530833317,0.3661162374141271
47,4.722873827534442,0.08773385728114291,0.04957038444753259
48,1.6478150163144993,0.06237996254565862,0.04640731757115652
49,1.0905064425298943,0.30182340219729037,0.29174077439633095
50,2.5519215568398668,0.047453903734472634,0.03200749359169191
51,3.850334678471343,0.39048507695736423,0.38463064574829814
52,1.9992912880851268,0.46231921138373755,0.4177736613588361
53,5.058268902890664,0.3653914210932598,0.38014454253212143
54,1.8284894496197797,0.3490976809510354,0.34873019223689444
55,3.451193916879815,0.48070277281163204,0.4446725915947874
56,4.914197442065984,0.21755245034617912,0.21741676000407292
57,4.116660237465862,0.30960182899651845,0.29403800801275
58,4.8868253258163135,0.22293067397039631,0.2015511146334034
59,5.142547892777028,0.4438589080164463,0.36906534397488505
60,4.52447142463323,0.1796249567654936,0.16548364488330017
61,1.6480890335755387,0.382769055001765,0.36410144931034427
62,0.8800418368818567,0.3420735757149667,0.30053672210658405
63,6.047709647223165,0.1272543443397303,0.154762153584724
64,2.193045253709541,0.33400258235574265,0.2562778430023534
65,1.7528563205058398,0.3800138120088293,0.41195193675280944
66,3.0261522547502913,0.27365592115643217,0.20830885674078833
67,3.5648383790170364,0.45364059571183235,0.4505902170602722
68,1.0878546063626942,0.4637742267623108,0.4016374799880713
69,1.431467735284337,0.4158328805423426,0.36929691555099314
70,1.4416486657125798,0.1558808093545102,0.11369717561378746
71,3.3644471590843956,0.2646190302745101,0.2644391362139045
72,3.2626546336756856,0.5013800027202951,0.4825639246737365
73,1.2961236949488482,0.40644854474742304,0.35384086866624287
74,4.240128747223897,0.3777119381465914,0.26308662385652487
75,3.537161715058639,0.45271899877399674,0.3233718062652392
76,3.0145609297520193,0.30591124394888247,0.30669278612911294
77,1.1083498155925398,0.2759319394015303,0.20775674431615343
78,1.9120017178107347,0.49440902969954137,0.45502944141575635
79,0.40542930624777845,0.40307180607778176,0.3975605648805934
80,8.337180083198858,0.24540157550806896,0.2218884804390623
81,2.8722540381270534,0.3442373348655095,0.3349009696095265
82,0.8897205926217945,0.48172811003312627,0.4106214051043353
83,3.9521758920637917,0.33465820646159367,0.3757132279603175
84,4.679962484566571,0.28767989277821304,0.31337164983573823
85,5.241858104322325,0.3006798420513953,0.3328106834573083
86,3.1292085065735447,0.5178239706720628,0.42684780797303684
87,4.344640925126369,0.3282927681975652,0.351524057640425
88,1.2921398707152394,0.3914664720893959,0.29489254043780055
89,1.9335793214368442,0.382011009996281,0.32312078251606613
90,1.49848178894082,0.3822084654853081,0.2574002512645393
91,5.506866662685648,0.23710424430339785,0.24334028553365003
92,6.131178779451429,0.16073958127804291,0.18163881476619056
93,1.2537777673758452,0.38535697402469893,0.3388327962638493
94,2.30288067665772,0.26251040112898044,0.23145392265135678
95,1.7866655427381806,0.188533107642191,0.2284592931421157
96,1.8969195204128837,0.4018353258853136,0.3559122352100965
97,2.3753320428705123,0.0866961079541096,0.12326417538009034
98,2.551021885704422,0.3102715589159068,0.2938394559919863
99,3.849762812319339,0.17207202478686964,0.23154886889740775
100,2.19034759492065,0.4062651175345425,0.38239296015016055
101,3.5379922765954883,0.4315904248430267,0.3710805333136958
102,1.2837788403483483,0.44320712759072717,0.43400024687982414
103,8.209937760508225,0.22262139614426846,0.24219716521138493
104,5.275679046182048,0.33526805047266994,0.353661715885522
105,4.518364694413776,0.45993056594981385,0.43403633619977205
106,8.383278687791753,0.28943522140251465,0.289505074663484
107,3.738172126056772,0.39300322950678934,0.3109797305394089
108,2.8498538873471957,0.15633353192682933,0.16129787002928045
109,3.417802312253547,0.4077512837150556,0.3635916233920511
110,3.0310822361990564,0.39033680375268837,0.3756365629915354
111,2.555286375543893,0.33349796123166464,0.28923956774990284
112,2.189261271896252,0.41712016967217275,0.41106551381382284
113,2.254872651370359,0.29714543854436143,0.2879299632995509
114,0.8425797411774201,0.3433077385315595,0.389815260734719
115,3.965907207879465,0.3820543541558723,0.3668811869662016
116,5.419331261016815,0.41722945700586656,0.4077300292317048
117,2.0636569188118195,0.3850379854921104,0.3303288320394521
118,2.0075013671058866,0.45110013527423426,0.42985044916620113
119,4.364333140690605,0.2316232002643843,0.22174868639502598
120,0.9711316097178327,0.39465909204304417,0.37582529072194076
121,1.2296519418314207,0.4805423190037394,0.5384626251340435
122,0.5667521406365993,0.3329930560073975,0.35258433654727317
123,7.258103732854683,0.31716292850163513,0.2950571642660025
124,1.0380703037477028,0.39844620718010715,0.37419031431861094
125,9.220712752976857,0.37399850369593124,0.3734221351701779
126,2.048160681248732,0.37426823916603214,0.38499163463091035
127,2.7758006656625116,0.32902258078217345,0.3261002351287548
128,1.953030985434932,0.2632097659687586,0.2390401961308488
129,3.4811185875874133,0.29857240478059405,0.28188734490124084
130,2.620438635935577,0.42856500709319184,0.45018447319733257
131,3.4715215141996167,0.3974793497129441,0.3282046807209357
132,2.223502818405018,0.2843967721901073,0.2820879841401396
133,1.516868141169959,0.38083580797135813,0.35682881480698864
134,3.457783930101014,0.5081525457051621,0.4134464724697931
135,1.52797650275296,0.3614247987663954,0.3490188656249469
136,2.099447635599041,0.5022472018686696,0.25785436790973226
137,2.874285978160172,0.5781448017182161,0.5533391343718739
138,2.5743035132445624,0.46030588887557083,0.4585616031834751
139,3.2894040132260387,0.3266936440694687,0.30350536931896455
140,1.2150245737299026,0.32717298513158866,0.29753369927715934
