,,RMSE_RF,RMSE_BR,RMSE_KRR,RMSE_MLP,,PCC_RF,PCC_BR,PCC_KRR,PCC_KRL,PCC_MLP,,SCC_RF,SCC_BR,SCC_KRR,SCC_KRL,SCC_MLP,NDCG@k,NDCG_Pathway,NDCG_RF,NDCG_BR,NDCG_KRR,NDCG_KRL,NDCG
64,,1.057536052,1.238076494,1.345605348,1.677458604,,0.551995336,0.478327157,0.464795945,0.512016528,0.207688075,,0.410603652,0.329620071,0.368006678,0.351679029,0.162704722,,,,,,,
65,,1.130979,1.21226233,1.28515466,2.695761659,,0.47270542,0.418102116,0.424105354,0.311747817,0.187798091,,0.501793454,0.455595795,0.484306555,0.373347332,0.212387227,,,,,,,
66,,1.807360655,2.031651117,1.948966224,3.079971697,,0.496398495,0.349807638,0.425956482,-0.184364414,0.106330799,,0.418562134,0.275862294,0.386525212,-0.185001266,0.0941767902,,,,,,,
67,,1.732141511,1.953645852,2.052783421,2.83408352,,0.633466559,0.570822933,0.57968619,0.514676443,0.384065938,,0.594043652,0.547299545,0.57017652,0.504750438,0.395874991,,,,,,,
68,,0.635509298,0.752612008,0.654949669,3.273028132,,0.633910216,0.549468795,0.640087687,0.563040494,0.416724158,,0.558814766,0.437565577,0.558702394,0.486310544,0.360124701,,,,,,,
69,,0.855902563,0.980711081,0.896573994,1.581723057,,0.619389187,0.523779875,0.583121271,0.324949466,0.204559393,,0.578676324,0.505747658,0.529155115,0.463714177,0.256823538,,,,,,,
70,,0.694700781,0.775921291,0.847999696,1.268840889,,0.420994518,0.325869507,0.308237838,0.0326331514,0.0659306185,,0.370357599,0.277948155,0.287679554,-0.0163793159,0.0691793005,,,,,,,
71,,1.794237088,2.051706192,2.186810045,3.997422685,,0.495422948,0.409065128,0.429248155,0.488438235,0.319689711,,0.459721446,0.373635646,0.413356264,0.45050182,0.313568094,,,,,,,
72,,2.057732857,2.292617296,2.247040074,3.495204195,,0.640686292,0.581848992,0.61161568,0.590299053,0.448603472,,0.599823377,0.546917385,0.578864656,0.534001577,0.426907673,,,,,,,
73,,0.833021345,0.886232066,0.874845675,1.179950614,,0.594684519,0.54609853,0.55741936,0.57275839,0.358605533,,0.471088337,0.440408263,0.4938787,0.452350497,0.309443727,,,,,,,
74,,2.343803976,2.650974174,2.564122868,3.690159296,,0.614429277,0.535014858,0.56766575,0.452514151,0.287172404,,0.44633556,0.38897744,0.424473068,0.377498244,0.249449766,,,,,,,
75,,2.217159968,2.333869555,2.160958945,1611.954768,,0.645964764,0.606256924,0.643971965,0.482793394,0.321982482,,0.484843441,0.435078286,0.512093395,0.431334999,0.33511784,,,,,,,
76,,1.732220519,1.880194599,1.874618047,2.634003979,,0.447413981,0.371519067,0.443718288,0.151321994,0.175812557,,0.446566619,0.372033111,0.453134581,0.200958046,0.171847872,,,,,,,
77,,0.577371293,0.656040339,0.685939634,1.026870143,,0.461839765,0.370140786,0.42011856,0.353860503,0.228654707,,0.36846475,0.321190333,0.354703683,0.330173568,0.183359703,,,,,,,
78,,1.268516654,1.338380989,1.374667216,3.53615152,,0.593702737,0.565531658,0.569931993,0.552727272,0.332382261,,0.496565917,0.503672953,0.484882541,0.466648687,0.310364534,,,,,,,
79,,0.262558115,0.298779629,0.306519622,0.416301484,,0.546240975,0.457456244,0.484003953,0.092883078,0.18821903,,0.548878776,0.47827784,0.485137566,0.106935296,0.169521616,,,,,,,
80,,5.493122063,5.994989787,5.800019503,7.189025124,,0.378611382,0.281451235,0.361765065,0.0351930408,0.117740366,,0.345718666,0.2311781,0.302845924,0.0713504247,0.0758344513,,,,,,,
81,,1.983514206,2.17003268,2.086800067,3.472239324,,0.400550663,0.303211969,0.407586421,0.365552208,0.203595514,,0.397037947,0.299816568,0.406466673,0.343314114,0.189498483,,,,,,,
82,,0.595966304,0.649717489,0.70801672,0.902964936,,0.574231392,0.539958783,0.52354313,0.510799083,0.340118357,,0.504230861,0.453591075,0.480694245,0.404539331,0.325882006,,,,,,,
83,,2.473786486,2.612571432,2.746690109,3.485036952,,0.47045766,0.435136428,0.438131417,0.253654034,0.198913629,,0.498135654,0.467162189,0.466578285,0.287734395,0.228522527,,,,,,,
84,,2.906237695,3.036016302,2.910186456,4.185967511,,0.429593556,0.390741898,0.457652144,0.131682435,0.218016516,,0.435579706,0.397664582,0.439096324,0.130693003,0.210750882,,,,,,,
85,,3.399365615,3.889859169,3.553551395,4.54636743,,0.433647782,0.31241938,0.425225088,0.334392846,0.278677854,,0.501363211,0.385535905,0.448257319,0.402860171,0.335181813,,,,,,,
86,,1.94996415,2.073854532,2.305715228,6.100948902,,0.634249418,0.610001805,0.576104949,0.597748115,0.507697339,,0.50286516,0.493712315,0.461510406,0.519195675,0.443624665,,,,,,,
87,,2.70733488,2.963521409,2.920294232,5.159964177,,0.487405308,0.416490986,0.462888631,0.394744085,0.341340305,,0.499277584,0.460822847,0.470390655,0.415880138,0.35422118,,,,,,,
88,,0.913440891,0.925116899,0.8966538,2.525611292,,0.611910776,0.556827984,0.550473459,-0.274683968,0.170198986,,0.43669614,0.361350517,0.385853796,-0.303661395,0.198322128,,,,,,,
89,,1.046633926,1.140525011,1.212707657,2.461854456,,0.590706298,0.54579429,0.543975087,0.512048429,0.356102759,,0.488196408,0.447076385,0.476642151,0.420139732,0.310481334,,,,,,,
90,,0.902288681,0.962153718,0.915740694,1.544368759,,0.583016172,0.537914335,0.573228813,0.0398848882,0.106273411,,0.490037436,0.452231062,0.472612099,0.0323951892,0.136275549,,,,,,,
91,,3.038881436,3.284398623,3.471916526,4.782040873,,0.455196393,0.390320359,0.39470907,0.410162714,0.170514713,,0.474686804,0.40215176,0.413485321,0.429556998,0.155719083,,,,,,,
92,,3.149632039,3.663605213,3.622084792,4.204763045,,0.372852412,0.220204513,0.340613322,0.317636354,0.0738952467,,0.329849807,0.18072406,0.349944831,0.27648989,0.0689609781,,,,,,,
93,,0.720197982,0.79952705,0.827182135,1.296847436,,0.563425387,0.513035837,0.524339444,0.521599344,0.394773341,,0.467490516,0.407981719,0.446684107,0.438959294,0.341399513,,,,,,,
94,,1.256198576,1.431340961,1.557830683,4.10489904,,0.432558116,0.369085156,0.361156968,0.343800906,0.0869661022,,0.359636206,0.334989909,0.347897885,0.320037648,0.12485673,,,,,,,
95,,0.984881477,1.084020672,1.015624577,1.797175135,,0.338103586,0.252289347,0.390952679,0.268452818,-0.0442860873,,0.355939914,0.291457473,0.422495359,0.263683394,-0.0390776959,,,,,,,
96,,1.035795869,1.086195677,1.254514404,1.418268587,,0.583655108,0.566984393,0.532088482,0.55535782,0.362821648,,0.50313692,0.470139863,0.460415149,0.500376613,0.353800986,,,,,,,
97,,1.079398743,1.17587817,1.294279175,1.425164615,,0.310716906,0.262988318,0.293051496,0.253782126,0.112184588,,0.336951953,0.301828369,0.314120187,0.274637812,0.121935204,,,,,,,
98,,1.428094883,1.508867822,1.579746246,2.036411438,,0.532074398,0.487391581,0.489608328,0.415128691,0.26461493,,0.489580243,0.45577238,0.458012753,0.457828463,0.311947371,,,,,,,
99,,1.751032526,2.009136208,2.232200176,6.055178405,,0.374360536,0.291190168,0.307974561,0.372990224,0.148598779,,0.43321454,0.340955353,0.380572518,0.42198378,0.190818902,,,,,,,
100,,1.318163065,1.444757117,1.385351969,1.891402686,,0.505971439,0.454025954,0.546647216,0.410980913,0.321060905,,0.492364291,0.440408096,0.514812754,0.403343449,0.317225539,,,,,,,
101,,2.231586086,2.459471398,2.009102399,3.261065229,,0.576655424,0.50691871,0.632486353,0.521583548,0.420550891,,0.461464705,0.432011858,0.510857816,0.416050509,0.375412186,,,,,,,
102,,0.808934948,0.892916617,0.876336596,2.197342356,,0.643167388,0.566324569,0.587396273,0.551931079,0.218250808,,0.556469727,0.48733666,0.571381146,0.491796215,0.214152428,,,,,,,
103,,4.492020037,5.011530786,5.062016892,6.239821756,,0.436784043,0.368744229,0.417933381,0.400231522,0.279703915,,0.402898222,0.352064715,0.422067933,0.368350335,0.280867549,,,,,,,
104,,3.414460595,3.704840841,3.840291956,7.793604437,,0.399828169,0.363596911,0.403209713,0.325904731,0.305560681,,0.385852709,0.345974842,0.398953337,0.29814426,0.276421825,,,,,,,
105,,2.51712754,2.764416844,2.919193635,3.600439627,,0.613542427,0.569640651,0.579127704,0.588904938,0.380594789,,0.53918951,0.500398759,0.535335478,0.528889189,0.352749257,,,,,,,
106,,4.86357564,5.27407823,5.336013694,6.712453592,,0.500023334,0.436479442,0.46476876,0.493664559,0.39544663,,0.475928051,0.403536535,0.430993968,0.478617328,0.356639074,,,,,,,
107,,2.16003853,2.274667262,2.446567055,3.974022975,,0.547942684,0.530584458,0.517481621,0.51795667,0.350539205,,0.451458674,0.430411416,0.447659907,0.424706085,0.313992909,,,,,,,
108,,1.682586547,1.754952474,1.849832212,2.160755979,,0.319452871,0.299954409,0.319546741,0.29618818,0.128668147,,0.3371321,0.313748796,0.323956617,0.316334177,0.183907978,,,,,,,
109,,2.02588879,2.119342189,2.349267914,3.33636086,,0.551480373,0.535335183,0.509968389,0.465394668,0.39168875,,0.479716411,0.484847357,0.466844334,0.397254444,0.331697644,,,,,,,
110,,1.732756754,1.887443745,2.019957436,2.571787772,,0.572406178,0.519736975,0.520374686,0.553407901,0.306190031,,0.543247738,0.478509372,0.480279067,0.522936051,0.290644886,,,,,,,
111,,1.488520732,1.612143981,1.665940808,2.178453964,,0.503705268,0.415752483,0.449167064,0.287508499,0.105114186,,0.435791697,0.364464296,0.415754179,0.276096617,0.0974886363,,,,,,,
112,,1.28165101,1.451580299,1.421294107,2.024216472,,0.567224213,0.500169041,0.548388271,0.532412567,0.410315873,,0.488055423,0.429167352,0.513425574,0.466634162,0.349742441,,,,,,,
113,,1.226653304,1.361229207,1.496186787,1.820973434,,0.467326361,0.401073468,0.409687091,0.421819227,0.37338971,,0.435283889,0.380339487,0.408088111,0.423998548,0.364154911,,,,,,,
114,,0.544733009,0.588919875,0.564584493,2.765411516,,0.583911899,0.516476826,0.546161623,0.188542317,0.243259643,,0.570297882,0.494958679,0.571955205,0.322301632,0.229282169,,,,,,,
115,,2.454396022,2.760562181,2.86069483,3.453163887,,0.473596774,0.393786426,0.435483901,0.489172669,0.252533069,,0.469113804,0.37624203,0.436548839,0.45443355,0.219255392,,,,,,,
116,,3.636820978,3.763980433,3.863868382,5.116184478,,0.509468184,0.484093554,0.50650197,0.437905955,0.329737643,,0.466890806,0.472691364,0.500900652,0.388820158,0.335928389,,,,,,,
117,,1.17423397,1.250023988,1.29071321,2.717324504,,0.556431009,0.520471001,0.540782977,0.505699084,0.422902456,,0.460437415,0.419445461,0.451173232,0.40714171,0.347714357,,,,,,,
118,,1.135581945,1.317063554,1.253684846,1.489798484,,0.610587692,0.526070298,0.585513037,0.590401014,0.496195171,,0.579630521,0.487259605,0.553492195,0.520102355,0.472168391,,,,,,,
119,,2.280206281,2.542613828,2.643241944,2.603490249,,0.420721368,0.349350557,0.398485104,0.440636827,0.318292402,,0.412010127,0.333034126,0.39999721,0.427715356,0.300484032,,,,,,,
120,,0.54631564,0.604561955,0.61851961,1.282825744,,0.549910951,0.49071989,0.528678233,0.459089068,0.392785365,,0.45970154,0.415554828,0.471091548,0.377957787,0.296311636,,,,,,,
121,,0.885845576,0.950931579,0.910843534,2.649784321,,0.613617369,0.567191081,0.590099339,0.515957544,0.406669488,,0.604738238,0.531985514,0.616674051,0.48214765,0.389858925,,,,,,,
122,,0.324458638,0.374626096,0.346739286,0.427583828,,0.499065819,0.393857606,0.502546878,0.423053883,0.366194193,,0.51094789,0.422422909,0.503594219,0.455809633,0.382911814,,,,,,,
123,,3.965292314,4.232129802,4.41293652,9.77567696,,0.501155988,0.451034225,0.484554321,0.507912527,0.256626211,,0.442275057,0.410758996,0.469481032,0.46359319,0.231932358,,,,,,,
124,,0.611610832,0.681895362,0.670379148,1.286110013,,0.558171842,0.500864027,0.542093199,0.477012571,0.362564955,,0.52790201,0.477595106,0.528091057,0.447777395,0.347361358,,,,,,,
125,,5.305242636,6.03541224,5.864510816,8.826824216,,0.518659338,0.42542339,0.499614329,0.44544736,0.301463275,,0.552464623,0.44809838,0.525366159,0.450710688,0.324422822,,,,,,,
126,,1.166811143,1.340108142,1.348308648,3.338332575,,0.579536114,0.469016007,0.511966393,0.373507078,0.184509274,,0.567269935,0.464071856,0.491948976,0.386123622,0.170157104,,,,,,,
127,,1.625453288,1.901479025,1.933477476,2.231430279,,0.429608254,0.31980387,0.394854496,0.0490836624,0.0581574971,,0.418017419,0.303381342,0.387088279,0.0293914874,0.0565637556,,,,,,,
128,,1.142578961,1.368534389,1.402796935,2.010584661,,0.395750192,0.211504587,0.325161927,0.0530419078,0.0488511696,,0.39579614,0.207103545,0.327121406,0.113310677,0.0465194891,,,,,,,
129,,2.103598671,2.389509582,2.440633357,4.136016871,,0.414697571,0.309510987,0.380025157,0.191631088,0.217745941,,0.409919121,0.296470428,0.377800178,0.191477668,0.214672683,,,,,,,
130,,1.463720198,1.762551246,1.700624301,2.799975357,,0.569156697,0.44384445,0.535264333,0.393890641,0.286724016,,0.582821372,0.459703837,0.562376726,0.467393671,0.281413194,,,,,,,
131,,1.75502865,1.981162848,2.107307047,4.316144528,,0.651685083,0.588521832,0.581612664,0.602030394,0.579506689,,0.532047397,0.49868993,0.475830321,0.521389956,0.474273801,,,,,,,
132,,1.393717914,1.587899178,1.557632845,3.175873203,,0.390323987,0.3131946,0.378065757,0.307644991,0.0581784512,,0.38397787,0.314119153,0.377118347,0.310995903,0.0314047097,,,,,,,
133,,0.873597573,0.928676635,0.931261502,1.409850943,,0.518716342,0.468350257,0.502199378,0.305411822,0.200683644,,0.425717394,0.4250246,0.405418357,0.205808754,0.175532996,,,,,,,
134,,2.528399746,2.735984058,2.720416015,6.149279859,,0.605858312,0.558774271,0.574683056,0.545244318,0.347935249,,0.497905217,0.476701121,0.469478528,0.493608968,0.336681948,,,,,,,
135,,0.807919325,0.87991535,0.920308088,1.266788894,,0.515675513,0.475140535,0.513998278,0.00237864644,0.356653169,,0.508934657,0.479437043,0.514228479,0.0269332874,0.34197123,,,,,,,
136,,1.802088779,1.561989703,1.461401094,2.500725067,,0.556370983,0.607731965,0.6259096,-0.17279709,0.224769021,,0.40737785,0.381615967,0.409654679,-0.235117481,0.150846168,,,,,,,
